Identifier,Term,Class,Class.Nbr,Section,Primary.Instruction.Section,Class.Description,Official.Grade,Status.Cd,Status.Reason,Enrolled.Hours,Add.Date,IPEDS.Ethnicity,X1st.Gen.College.Std.Flag,Mail.City,Mail.State.Cd,Mail.Country,Home.City,Home.State.Cd,Home.County,Home.Country,Academic.Level.Begin.of.Term,Cum.GPA,Total.Cum.Units,Total.NAU.Units,Primary.Academic.Program,Primary.Academic.Plan,Sub.Plan,Student.Campus,College.Cd,College,Division.Cd,Division,Unit.Cd,Unit,First.Term.Enrolled.Cd.Ugrd,First.Term.Enrolled.Cd.Grad,Last.Term.Enrolled,Class.Campus.Cd,Class.Campus,Instruction.Mode,Age,Sex,1st.Gen.College.Std.Flag,section_code,Passed,Passed_int,hw_submissions,hw_score_mean,hw_time_total_min,hw_fast_submit_rate,hw_available,hw_completion_rate,unit1_exam_score,Attendance...Participation.Final.Score,Pre.Class.Prep.Final.Score,Check.Your.Understanding.Final.Score,Friday.Funday.Final.Score,Module.Knowledge.Assessments.Final.Score,Module.Practice.Knowledge.Assessments.Final.Score,Final.Knowledge.Assessment.Final.Score,Study.Skills.Videos.Final.Score,Final.Score,Projects.Final.Score,Assignments.Final.Score
1651.0,1247.0,MAT 125,11259.0,18.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,4.0,15.0,15.0,,Mathematics (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,67.0,95.61179104477611,2369.05,0.10294117647058823,157.0,0.4267515923566879,102.0,100.0,98.73,98.04,99.86,97.88,48.92,93.4,66.67,97.53,,
1652.0,1247.0,MAT 125,11259.0,18.0,,,A,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Freshman,4.0,14.0,14.0,,Exercise Physiology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,Y,1247-NA,True,1,67.0,97.91582089552239,3965.35,0.058823529411764705,157.0,0.4267515923566879,64.52,100.0,99.1,96.17,99.79,88.26,60.36,84.6,88.89,91.35,,
1653.0,1247.0,MAT 125,11259.0,18.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,4.0,25.0,17.0,,SecEd-Mathematics (BSED),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Female,N,1247-NA,True,1,68.0,98.8725,3588.6833333333334,0.014705882352941176,157.0,0.43312101910828027,99.0,100.0,100.0,99.08,100.0,99.09,82.11,88.13,88.89,97.13,,
1654.0,1247.0,MAT 125,11259.0,18.0,,,D,,Enrolled,,,Asian,,,,,,,,USA,Freshman,1.5,8.0,8.0,,Chemistry (BS),Forensics & Criminalistics Emp,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Female,Y,1247-NA,False,0,68.0,76.3835294117647,5523.716666666666,0.19117647058823528,157.0,0.43312101910828027,79.35,68.22,75.74,69.79,71.2,64.31,34.97,45.82,77.78,62.48,,
1655.0,1247.0,MAT 125,11259.0,18.0,,,W,,Withdrawn from Class,,,White,,,,,,,,USA,Freshman,3.18,12.0,12.0,,Biomedical Science (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1656.0,1247.0,MAT 125,11259.0,18.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Sophomore,4.0,52.0,13.0,,Exercise Physiology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Female,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1657.0,1247.0,MAT 125,11259.0,18.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,3.79,37.0,15.0,,Exercise Physiology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Female,N,1247-NA,True,1,67.0,94.86388059701493,2382.7833333333333,0.1323529411764706,157.0,0.4267515923566879,91.0,91.49,95.94,91.05,99.06,96.5,52.89,92.0,88.89,94.51,,
1658.0,1247.0,MAT 125,11259.0,18.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,3.73,38.0,16.0,,Chemistry (BS),Forensics & Criminalistics Emp,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,66.0,94.52696969696969,1900.6833333333334,0.11764705882352941,157.0,0.42038216560509556,92.0,100.0,97.59,94.81,99.19,90.0,35.92,80.6,77.78,91.12,,
1659.0,1247.0,MAT 125,11259.0,18.0,,,A,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Freshman,4.0,30.0,14.0,,Biomedical Science (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,67.0,99.24835820895522,2964.45,0.04411764705882353,157.0,0.4267515923566879,95.66,100.0,98.84,99.31,100.0,86.92,31.6,77.58,88.89,89.69,,
1660.0,1247.0,MAT 125,11259.0,18.0,,,A,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Freshman,4.0,21.0,12.0,,Computer Science (BSCS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,N,1247-NA,True,1,68.0,97.43382352941177,2277.25,0.0,157.0,0.43312101910828027,92.0,97.87,98.76,96.9,99.93,88.25,55.42,87.45,88.89,91.66,,
1661.0,1247.0,MAT 125,11259.0,18.0,,,B,,Enrolled,,,Asian,,,,,,,,USA,Freshman,3.39,29.0,18.0,,Exercise Physiology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,N,1247-NA,True,1,67.0,97.44492537313434,3585.65,0.058823529411764705,157.0,0.4267515923566879,77.11,100.0,99.71,98.54,100.0,76.57,64.99,91.68,88.89,87.88,,
1662.0,1247.0,MAT 125,11259.0,18.0,,,A,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Freshman,3.06,16.0,16.0,,Civil Engineering (BS),,Flagstaff Mountain,,,,,,,1247.0,,1247.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,67.0,87.48388059701493,3032.1833333333334,0.11764705882352941,157.0,0.4267515923566879,102.0,80.0,89.86,83.38,100.0,99.0,45.85,93.0,44.44,93.3,,
1663.0,1247.0,MAT 125,11259.0,18.0,,,,,Dropped (was enrolled),,,Asian,,,,,,,,USA,Freshman,4.0,34.0,13.0,,Political Science (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1664.0,1247.0,MAT 125,11259.0,18.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Freshman,4.0,44.0,16.0,,Psychological Sciences (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1665.0,1247.0,MAT 125,11259.0,18.0,,,C,,Enrolled,,,White,,,,,,,,USA,Freshman,2.93,20.0,14.0,,Forestry (BSF),,Flagstaff Mountain,,,,,,,1247.0,,1247.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,67.0,83.98537313432837,2030.6666666666667,0.11764705882352941,157.0,0.4267515923566879,71.42,61.49,95.64,84.33,83.53,80.61,41.49,80.8,22.22,78.25,,
1666.0,1247.0,MAT 125,11259.0,18.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Freshman,4.0,32.0,12.0,,Nursing (BSN),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1667.0,1247.0,MAT 125,11259.0,18.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Freshman,0.0,0.0,0.0,,Exercise Physiology (BS),,Flagstaff Mountain,,,,,,,1247.0,,,FLGMT,,In Person,18.0,Female,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1668.0,1247.0,MAT 125,11259.0,18.0,,,C,,Enrolled,,,White,,,,,,,,USA,Sophomore,2.54,57.0,13.0,,Geology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,22.0,Male,N,1247-NA,True,1,68.0,93.97382352941177,4363.283333333334,0.014705882352941176,157.0,0.43312101910828027,26.9,100.0,94.53,91.48,92.87,61.73,47.49,74.1,88.89,76.41,,
1669.0,1247.0,MAT 125,11259.0,18.0,,,,,Dropped (was enrolled),,,Asian,,,,,,,,USA,Freshman,3.73,29.0,15.0,,Biology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1670.0,1247.0,MAT 125,11259.0,18.0,,,,,Dropped (was enrolled),,,Hispanic/Latino,,,,,,,,USA,Freshman,0.0,12.0,0.0,,Microbiology (BS),,Flagstaff Mountain,,,,,,,1247.0,,,FLGMT,,In Person,18.0,Female,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1671.0,1247.0,MAT 125,11260.0,19.0,,,A,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Junior,3.14,79.0,79.0,,Biology (BS),,Flagstaff Mountain,,,,,,,1227.0,,1251.0,FLGMT,,In Person,21.0,Female,Y,1247-NA,True,1,68.0,93.37441176470588,2495.233333333333,0.058823529411764705,157.0,0.43312101910828027,80.4,100.0,96.0,96.22,99.45,90.28,56.41,84.27,66.67,92.14,,
1672.0,1247.0,MAT 125,11260.0,19.0,,,B,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Freshman,2.74,43.0,43.0,,Chemistry (BS),Forensics & Criminalistics Emp,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,19.0,Female,Y,1247-NA,True,1,67.0,83.00507462686568,2410.3166666666666,0.1323529411764706,157.0,0.4267515923566879,58.94,82.28,86.3,81.72,90.0,79.71,28.8,68.2,88.89,79.05,,
1673.0,1247.0,MAT 125,11260.0,19.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,3.52,44.0,44.0,,Ecol & Evol Biology (BS),,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,20.0,Female,N,1247-NA,True,1,68.0,90.49661764705881,3282.2166666666667,0.10294117647058823,157.0,0.43312101910828027,88.0,100.0,91.52,92.21,97.28,94.45,46.61,78.8,66.67,92.27,,
1674.0,1247.0,MAT 125,11260.0,19.0,,,B,,Enrolled,,,White,,,,,,,,USA,Sophomore,3.46,46.0,46.0,,Biomedical Science (BS),,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,19.0,Male,N,1247-NA,True,1,68.0,89.08132352941176,1152.6166666666666,0.08823529411764706,157.0,0.43312101910828027,85.11,100.0,92.14,89.09,84.27,86.85,61.16,66.51,77.78,84.85,,
1675.0,1247.0,MAT 125,11260.0,19.0,,,A,,Enrolled,,,Two or More,,,,,,,,USA,Sophomore,3.74,47.0,47.0,,Biology (BS),,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,19.0,Female,N,1247-NA,True,1,66.0,82.10393939393938,3013.2666666666664,0.19117647058823528,157.0,0.42038216560509556,88.8,100.0,83.04,83.39,95.11,91.58,27.64,78.3,44.44,89.8,,
1676.0,1247.0,MAT 125,11260.0,19.0,,,D,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Sophomore,2.51,47.0,47.0,,Construction Mgt (BS),,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,19.0,Male,Y,1247-NA,False,0,68.0,88.68867647058823,1724.5,0.1323529411764706,157.0,0.43312101910828027,73.66,68.05,94.01,81.13,91.1,56.21,42.19,35.44,88.89,59.93,,
1677.0,1247.0,MAT 125,11260.0,19.0,,,W,,Withdrawn from Class,,,Hispanic/Latino,,,,,,,,USA,Freshman,2.69,39.0,39.0,,Biomedical Science (BS),,Flagstaff Mountain,,,,,,,1234.0,,1251.0,FLGMT,,In Person,19.0,Female,Y,1247-NA,False,0,66.0,27.138030303030302,846.25,0.6764705882352942,157.0,0.42038216560509556,10.48,,,,,,,,,,,
1678.0,1247.0,MAT 125,11260.0,19.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Junior,3.88,79.0,50.0,,Anthropology (BA),,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,18.0,Female,Y,1247-NA,False,0,68.0,3.4663235294117647,90.68333333333334,0.9558823529411765,157.0,0.43312101910828027,0.0,,,,,,,,,,,
1679.0,1247.0,MAT 125,11260.0,19.0,,,D,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Freshman,1.61,28.0,28.0,,Electrical Engineering (BS),,Flagstaff Mountain,,,,,,,1237.0,,1247.0,FLGMT,,In Person,19.0,Male,N,1247-NA,False,0,68.0,74.13985294117647,727.8666666666667,0.14705882352941177,157.0,0.43312101910828027,48.76,68.1,80.2,66.95,62.29,55.12,29.16,56.33,88.89,59.34,,
1680.0,1247.0,MAT 125,11260.0,19.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Freshman,0.08,1.0,1.0,,Accountancy (BSACCY),,Flagstaff Mountain,,,,,,,1237.0,,1241.0,FLGMT,,In Person,18.0,Male,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1681.0,1247.0,MAT 125,11260.0,19.0,,,W,,Withdrawn from Class,,,White,,,,,,,,USA,Senior,2.48,142.0,29.0,,Biology (BS),,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,32.0,Male,N,1247-NA,False,0,68.0,43.75014705882353,499.53333333333336,0.4852941176470588,157.0,0.43312101910828027,27.33,,,,,,,,,,,
1682.0,1247.0,MAT 125,11260.0,19.0,,,C,,Enrolled,,,American Indian/Alaska Native,,,,,,,,USA,Senior,2.53,104.0,40.0,,Geology (BS),,Flagstaff Mountain,,,,,,,1237.0,,1251.0,FLGMT,,In Person,22.0,Male,N,1247-NA,True,1,68.0,93.65367647058824,2668.95,0.0,157.0,0.43312101910828027,67.46,100.0,92.57,93.63,97.38,66.52,49.55,69.0,88.89,78.17,,
1683.0,1247.0,MAT 125,11260.0,19.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Freshman,0.0,0.0,0.0,,Computer Science (BSCS),,Flagstaff Mountain,,,,,,,1247.0,,,FLGMT,,In Person,18.0,Male,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1684.0,1247.0,MAT 125,11260.0,19.0,,,W,,Withdrawn from Class,,,American Indian/Alaska Native,,,,,,,,USA,Sophomore,1.88,56.0,21.0,,Computer Engineering (BS),,Flagstaff Mountain,,,,,,,1237.0,,1241.0,FLGMT,,In Person,25.0,Male,Y,1247-NA,False,0,68.0,23.31264705882353,1215.7833333333333,0.75,157.0,0.43312101910828027,24.73,,,,,,,,,,,
1685.0,1247.0,MAT 125,11260.0,19.0,,,W,,Withdrawn from Class,,,White,,,,,,,,USA,Sophomore,2.8,51.0,10.0,,Chemistry - ACS (BS),Comprehensive - ACS Emp,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,N,1247-NA,False,0,68.0,13.440147058823529,329.25,0.8382352941176471,157.0,0.43312101910828027,40.94,,,,,,,,,,,
1686.0,1247.0,MAT 125,11260.0,19.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,3.73,25.0,15.0,,Criminology&CrimJust (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Female,N,1247-NA,True,1,65.0,99.10676923076923,2201.2833333333333,0.1323529411764706,157.0,0.4140127388535032,100.0,100.0,98.34,99.46,101.67,99.5,61.41,76.0,88.89,95.09,,
1687.0,1247.0,MAT 125,11260.0,19.0,,,B,,Enrolled,,,White,,,,,,,,USA,Freshman,3.19,16.0,16.0,,Mechanical Engineering (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,N,1247-NA,True,1,67.0,80.2631343283582,1794.6833333333334,0.20588235294117646,157.0,0.4267515923566879,91.05,88.46,84.68,67.72,98.89,90.84,67.45,74.5,88.89,85.68,,
1688.0,1247.0,MAT 125,11260.0,19.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Freshman,4.0,24.0,17.0,,Psychological Sciences (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1689.0,1247.0,MAT 125,11260.0,19.0,,,W,,Withdrawn from Class,,,White,,,,,,,,USA,Freshman,4.0,16.0,11.0,,SecEd-English (BSED),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,N,1247-NA,False,0,68.0,49.56455882352941,2878.6833333333334,0.5,157.0,0.43312101910828027,84.5,,,,,,,,,,,
1690.0,1247.0,MAT 125,11260.0,19.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Sophomore,3.44,49.0,17.0,,Geology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1691.0,1247.0,MAT 125,11260.0,19.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,4.0,19.0,16.0,,Forestry (BSF),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,Y,1247-NA,True,1,68.0,95.08558823529411,2335.9,0.029411764705882353,157.0,0.43312101910828027,99.0,100.0,97.49,97.71,101.2,96.35,56.62,95.75,33.33,97.43,,
1692.0,1247.0,MAT 125,11260.0,19.0,,,A,,Enrolled,,,Not Specified,,,,,,,,USA,Freshman,4.0,21.0,14.0,,Sociology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,Y,1247-NA,True,1,67.0,91.905223880597,3622.766666666667,0.04411764705882353,157.0,0.4267515923566879,100.0,100.0,95.23,87.47,91.67,99.58,53.31,94.6,77.78,96.65,,
1693.0,1247.0,MAT 125,11260.0,19.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,4.0,25.0,15.0,,Psychological Sciences (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,67.0,99.37059701492537,2118.25,0.10294117647058823,157.0,0.4267515923566879,98.0,100.0,99.83,98.82,101.67,98.73,72.04,85.83,77.78,96.65,,
1694.0,1247.0,MAT 125,11260.0,19.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,4.0,18.0,15.0,,Psychological Sciences (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Female,N,1247-NA,True,1,68.0,83.50470588235294,2469.7000000000003,0.029411764705882353,157.0,0.43312101910828027,100.0,98.94,85.74,77.91,93.65,89.98,62.92,87.23,88.89,90.02,,
1695.0,1247.0,MAT 125,11260.0,19.0,,,,,Dropped (was enrolled),,,Hispanic/Latino,,,,,,,,USA,Sophomore,2.81,66.0,21.0,,Computer Science (BSCS),,Flagstaff Mountain,,,,,,,1244.0,,1251.0,FLGMT,,In Person,18.0,Female,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1696.0,1247.0,MAT 125,11260.0,19.0,,,B,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Freshman,3.13,22.0,16.0,,Ecol & Evol Biology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Female,N,1247-NA,True,1,66.0,88.56151515151515,3620.55,0.14705882352941177,157.0,0.42038216560509556,69.9,89.23,97.34,85.61,69.77,75.73,51.59,83.45,77.78,79.82,,
1697.0,1247.0,MAT 125,11260.0,19.0,,,B,,Enrolled,,,White,,,,,,,,USA,Freshman,3.73,15.0,15.0,,Biology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,68.0,88.69279411764705,2592.866666666667,0.10294117647058823,157.0,0.43312101910828027,80.42,100.0,99.21,96.63,99.25,81.13,21.09,81.7,11.11,87.62,,
1698.0,1247.0,MAT 125,11260.0,19.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Freshman,3.6,33.0,16.0,,Psychological Sciences (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1699.0,1247.0,MAT 125,11260.0,19.0,,,A,,Enrolled,,,White,,,,,,,,USA,Freshman,4.0,15.0,15.0,,Psychological Sciences (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,68.0,89.89867647058823,2947.133333333333,0.014705882352941176,157.0,0.43312101910828027,96.0,100.0,92.18,87.81,92.53,94.78,66.64,87.45,66.67,93.23,,
1700.0,1247.0,MAT 125,11260.0,19.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Junior,4.0,82.0,14.0,,Psychological Sciences (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Female,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1701.0,1247.0,MAT 125,11260.0,19.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Sophomore,4.0,49.0,14.0,,Psychological Sciences (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Unknown,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1702.0,1247.0,MAT 125,11260.0,19.0,,,,,Dropped (was enrolled),,,Not Specified,,,,,,,,USA,Freshman,3.47,19.0,15.0,,Construction Mgt (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1703.0,1247.0,MAT 125,11260.0,19.0,,,A,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Freshman,4.0,14.0,14.0,,Biomedical Science (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,N,1247-NA,True,1,67.0,95.36074626865671,3869.5,0.058823529411764705,157.0,0.4267515923566879,95.0,100.0,98.63,92.15,100.0,94.2,60.9,93.25,77.78,95.31,,
1704.0,1247.0,MAT 125,11260.0,19.0,,,C,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Freshman,1.25,9.0,9.0,,Biology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Male,Y,1247-NA,True,1,68.0,64.47029411764706,2391.866666666667,0.22058823529411764,157.0,0.43312101910828027,91.9,92.95,79.34,56.91,78.87,72.96,35.97,71.7,22.22,74.89,,
1705.0,1247.0,MAT 125,11260.0,19.0,,,B,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Sophomore,3.31,52.0,16.0,,Civil Engineering (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,Y,1247-NA,True,1,68.0,87.87029411764706,2853.05,0.10294117647058823,157.0,0.43312101910828027,82.0,100.0,92.71,82.35,91.75,86.4,54.16,67.71,88.89,84.97,,
1706.0,1247.0,MAT 125,11260.0,19.0,,,B,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Junior,3.19,76.0,16.0,,Computer Science (BSCS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Male,Y,1247-NA,True,1,68.0,95.18176470588234,3111.483333333333,0.0,157.0,0.43312101910828027,44.22,100.0,94.99,94.23,91.77,81.11,35.82,58.67,88.89,82.02,,
1707.0,1247.0,MAT 125,11260.0,19.0,,,A,,Enrolled,,,Hispanic/Latino,,,,,,,,USA,Freshman,3.67,37.0,12.0,,Biology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,Y,1247-NA,True,1,68.0,96.83176470588236,3708.016666666667,0.058823529411764705,157.0,0.43312101910828027,90.26,100.0,97.35,96.36,93.62,88.62,48.06,83.79,88.89,90.75,,
1708.0,1247.0,MAT 125,11260.0,19.0,,,F,,Enrolled,,,White,,,,,,,,USA,Freshman,0.0,0.0,0.0,,Exploratory,,Flagstaff Mountain,,,,,,,1247.0,,1247.0,FLGMT,,In Person,18.0,Female,Y,1247-NA,False,0,,,,,,,,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,,
1709.0,1247.0,MAT 125,11260.0,19.0,,,W,,Withdrawn from Class,,,White,,,,,,,,USA,Freshman,3.73,11.0,11.0,,Construction Mgt (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Male,N,1247-NA,False,0,68.0,31.45529411764706,1372.0666666666666,0.6764705882352942,157.0,0.43312101910828027,39.8,,,,,,,,,,,
1710.0,1247.0,MAT 125,11260.0,19.0,,,B,,Enrolled,,,American Indian/Alaska Native,,,,,,,,USA,Freshman,3.29,33.0,14.0,,Biomedical Science (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,N,1247-NA,True,1,67.0,95.46746268656716,2136.5333333333333,0.10294117647058823,157.0,0.4267515923566879,85.77,100.0,96.88,98.26,87.87,86.55,59.39,72.9,88.89,87.27,,
1711.0,1247.0,MAT 125,11260.0,19.0,,,B,,Enrolled,,,Black/African American,,,,,,,,USA,Freshman,3.53,15.0,15.0,,Biology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,19.0,Female,N,1247-NA,True,1,68.0,92.95294117647059,3064.45,0.07352941176470588,157.0,0.43312101910828027,67.94,100.0,99.27,85.63,100.37,85.44,58.91,69.73,77.78,86.14,,
1712.0,1247.0,MAT 125,11260.0,19.0,,,,,Dropped (was enrolled),,,Black/African American,,,,,,,,USA,Freshman,4.0,44.0,15.0,,Biology (BS),,Flagstaff Mountain,,,,,,,1247.0,,1251.0,FLGMT,,In Person,18.0,Female,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1713.0,1247.0,MAT 125,11260.0,19.0,,,,,Dropped (was enrolled),,,Hispanic/Latino,,,,,,,,USA,Sophomore,0.0,41.0,0.0,,Psychological Sciences (BS),,Flagstaff Mountain,,,,,,,1247.0,,,FLGMT,,In Person,19.0,Female,Y,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1714.0,1247.0,MAT 125,11260.0,19.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Freshman,0.0,0.0,0.0,,Mechanical Engineering (BS),,Flagstaff Mountain,,,,,,,1247.0,,1247.0,FLGMT,,In Person,18.0,Male,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
1715.0,1247.0,MAT 125,11261.0,21.0,,,B,,Enrolled,,,Black/African American,,,,,,,,USA,Junior,2.68,94.0,56.0,,Exercise Physiology (BS),,Flagstaff Mountain,,,,,,,1227.0,,1247.0,FLGMT,,In Person,23.0,Female,N,1247-NA,True,1,68.0,93.12779411764706,2730.7833333333333,0.10294117647058823,157.0,0.43312101910828027,85.0,91.58,97.29,90.05,95.8,76.88,53.88,63.82,77.78,79.83,,
1716.0,1247.0,MAT 125,11261.0,21.0,,,,,Dropped (was enrolled),,,White,,,,,,,,USA,Junior,2.58,85.0,85.0,,Biology (BS),,Flagstaff Mountain,,,,,,,1217.0,,1241.0,FLGMT,,In Person,22.0,Male,N,1247-NA,False,0,,,,,,,,,,,,,,,,,,
