Identifier,Term,Class,Class.Nbr,Section,Primary.Instruction.Section,Class.Description,Official.Grade,Status.Cd,Status.Reason,Enrolled.Hours,Add.Date,IPEDS.Ethnicity,X1st.Gen.College.Std.Flag,Mail.City,Mail.State.Cd,Mail.Country,Home.City,Home.State.Cd,Home.County,Home.Country,Academic.Level.Begin.of.Term,Cum.GPA,Total.Cum.Units,Total.NAU.Units,Primary.Academic.Program,Primary.Academic.Plan,Sub.Plan,Student.Campus,College.Cd,College,Division.Cd,Division,Unit.Cd,Unit,First.Term.Enrolled.Cd.Ugrd,First.Term.Enrolled.Cd.Grad,Last.Term.Enrolled,Class.Campus.Cd,Class.Campus,Instruction.Mode,Age,Sex,1st.Gen.College.Std.Flag,section_code,Passed,Passed_int,hw_submissions,hw_score_mean,hw_time_total_min,hw_fast_submit_rate,hw_available,hw_completion_rate,unit1_exam_score,Attendance...Participation.Final.Score,Pre.Class.Prep.Final.Score,Check.Your.Understanding.Final.Score,Friday.Funday.Final.Score,Module.Knowledge.Assessments.Final.Score,Module.Practice.Knowledge.Assessments.Final.Score,Final.Knowledge.Assessment.Final.Score,Study.Skills.Videos.Final.Score,Final.Score,Projects.Final.Score,Assignments.Final.Score
511.0,1251.0,MAT 125,3523.0,11.0,11.0,Precalculus Mathematics,C,E,Enrolled,4.0,10/28/2024,White,Y,Queen Creek,AZ,United States,Queen Creek,AZ,Maricopa,USA,Sophomore,2.55,51.0,29.0,UGRD-Degree Seeking,Forestry (BSF),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,Y,1251-3523,True,1,79.0,82.13025316455696,2093.5,0.10975609756097561,70.0,1.0,65.75,73.14,89.68,75.32,66.27,60.59,32.41,86.34,36.36,70.15,,
512.0,1251.0,MAT 125,3523.0,11.0,11.0,Precalculus Mathematics,C,E,Enrolled,4.0,1/8/2025,Black/African American,Y,Buckeye,AZ,United States,Buckeye,AZ,Maricopa,USA,Freshman,2.08,26.0,26.0,UGRD-Degree Seeking,Astronomy (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1251.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,Y,1251-3523,True,1,80.0,81.45075,1803.9666666666667,0.0975609756097561,70.0,1.0,80.0,55.4,91.43,73.32,74.35,76.14,26.34,76.3,54.55,73.7,,
514.0,1251.0,MAT 125,3523.0,11.0,11.0,Precalculus Mathematics,A,E,Enrolled,4.0,11/7/2024,Hispanic/Latino,N,Surprise,AZ,United States,Surprise,AZ,Maricopa,USA,Freshman,3.8,35.0,35.0,UGRD-Degree Seeking,Criminology&CrimJust (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-3523,True,1,82.0,98.92585365853658,4228.416666666667,0.036585365853658534,70.0,1.0,88.5,100.0,99.27,99.36,95.53,85.8,57.74,91.5,72.73,90.68,,
374.0,1251.0,MAT 125,3523.0,11.0,11.0,Precalculus Mathematics,D,E,Enrolled,4.0,1/6/2025,Hispanic/Latino,Y,Peoria,AZ,United States,Peoria,AZ,Maricopa,USA,Freshman,2.13,12.0,12.0,UGRD-Degree Seeking,HlthSci-Fit Wellness (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1251.0,,1251.0,FLGMT,Flagstaff Mountain,In Person,18.0,Male,Y,1251-3523,False,0,81.0,98.12765432098766,2900.0,0.04878048780487805,70.0,1.0,78.83,98.27,99.28,98.97,87.2,51.71,37.53,42.54,63.64,61.28,,
515.0,1251.0,MAT 125,3523.0,11.0,11.0,Precalculus Mathematics,B,E,Enrolled,4.0,10/28/2024,Hispanic/Latino,N,Phoenix,AZ,United States,Phoenix,AZ,Maricopa,USA,Freshman,3.33,30.0,30.0,UGRD-Degree Seeking,Biology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-3523,True,1,79.0,95.53316455696202,2267.7,0.08536585365853659,70.0,1.0,68.12,96.0,98.01,89.72,98.05,71.26,50.24,78.6,45.45,79.29,,
282.0,1251.0,MAT 125,3523.0,11.0,11.0,Precalculus Mathematics,F,E,Enrolled,4.0,1/22/2025,White,N,Chandler,AZ,United States,Chandler,AZ,Maricopa,USA,Sophomore,2.09,46.0,18.0,UGRD-Degree Seeking,Geology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-3523,False,0,122.0,44.716885245901636,2017.3666666666668,0.5487804878048781,70.0,1.0,30.15,35.11,66.46,43.55,50.25,15.08,9.17,0.0,63.64,18.62,,
516.0,1251.0,MAT 125,3523.0,11.0,11.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,10/22/2024,Hispanic/Latino,N,Tucson,AZ,United States,Tucson,AZ,Pima,USA,Freshman,2.33,27.0,27.0,UGRD-Degree Seeking,Psychological Sciences (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,18.0,Female,N,1251-3523,False,0,62.0,59.406290322580645,1139.0,0.5,70.0,0.8857142857142857,65.3,,,,,,,,,,,
517.0,1251.0,MAT 125,3523.0,11.0,11.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,10/28/2024,Hispanic/Latino,Y,Show Low,AZ,United States,Show Low,AZ,Navajo,USA,Freshman,1.88,22.0,22.0,UGRD-Degree Seeking,Chemistry (BS),Chemistry Advanced Emp,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,Y,1251-3523,False,0,75.0,67.9068,1695.1,0.2682926829268293,70.0,1.0,35.4,,,,,,,,,,,
518.0,1251.0,MAT 125,3523.0,11.0,11.0,Precalculus Mathematics,D,E,Enrolled,4.0,10/22/2024,White,N,Phoenix,AZ,United States,Phoenix,AZ,Maricopa,USA,Freshman,2.11,28.0,28.0,UGRD-Degree Seeking,Exercise Physiology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,N,1251-3523,False,0,82.0,90.19390243902438,891.0166666666667,0.08536585365853659,70.0,1.0,84.4,49.36,90.48,87.3,89.76,52.64,19.53,65.7,81.82,61.64,,
520.0,1251.0,MAT 125,3523.0,11.0,11.0,Precalculus Mathematics,D,E,Enrolled,4.0,1/3/2025,Hispanic/Latino,Y,Mesa,AZ,United States,Mesa,AZ,Maricopa,USA,Freshman,3.04,27.0,27.0,UGRD-Degree Seeking,Civil Engineering (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,Y,1251-3523,False,0,82.0,99.05353658536586,4816.933333333333,0.04878048780487805,70.0,1.0,62.73,100.0,98.87,98.91,98.64,49.98,19.9,40.85,81.82,61.0,,
93.0,1251.0,MAT 125,3523.0,11.0,11.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,1/12/2025,White,N,Goodyear,AZ,United States,Goodyear,AZ,Maricopa,USA,Freshman,3.18,17.0,17.0,UGRD-Degree Seeking,Forestry (BSF),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1247.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,N,1251-3523,False,0,64.0,55.7765625,1295.3333333333333,0.524390243902439,70.0,0.9142857142857143,73.0,,,,,,,,,,,
521.0,1251.0,MAT 125,3523.0,11.0,11.0,Precalculus Mathematics,B,E,Enrolled,4.0,1/8/2025,White,N,Gilbert,AZ,United States,Gilbert,AZ,Maricopa,USA,Freshman,3.39,29.0,29.0,UGRD-Degree Seeking,SecEd-Mathematics (BSED),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-3523,True,1,76.0,95.1757894736842,2633.516666666667,0.08536585365853659,70.0,1.0,95.0,27.4,98.53,90.55,92.99,87.7,53.19,82.65,18.18,81.06,,
522.0,1251.0,MAT 125,3523.0,11.0,11.0,Precalculus Mathematics,F,E,Enrolled,4.0,1/8/2025,Black/African American,N,Casa Grande,AZ,United States,Casa Grande,AZ,Pinal,USA,Freshman,2.34,31.0,28.0,UGRD-Degree Seeking,Forestry (BSF),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,N,1251-3523,False,0,75.0,65.1904,2919.766666666667,0.24390243902439024,70.0,1.0,86.0,60.76,83.85,48.34,36.54,77.54,12.05,0.0,0.0,50.69,,
524.0,1251.0,MAT 125,3523.0,11.0,11.0,Precalculus Mathematics,B,E,Enrolled,4.0,1/12/2025,White,N,Los Angeles,CA,United States,Los Angeles,CA, ,USA,Freshman,2.8,26.0,26.0,UGRD-Degree Seeking,Civil Engineering (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,N,1251-3523,True,1,82.0,90.85597560975609,2976.95,0.04878048780487805,70.0,1.0,93.5,81.8,93.64,85.06,85.25,84.7,36.5,85.05,72.73,84.57,,
525.0,1251.0,MAT 125,3523.0,11.0,11.0,Precalculus Mathematics,A,E,Enrolled,4.0,10/28/2024,White,Y,Three Rivers,CA,United States,Three Rivers,CA, ,USA,Sophomore,4.0,55.0,30.0,UGRD-Degree Seeking,Exploratory,,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,Y,1251-3523,True,1,81.0,96.49111111111111,3668.15,0.08536585365853659,70.0,1.0,100.0,92.0,91.7,99.15,99.21,98.55,57.52,98.5,72.73,97.99,,
526.0,1251.0,MAT 125,3523.0,11.0,11.0,Precalculus Mathematics,A,E,Enrolled,4.0,10/22/2024,White,N,Chandler,AZ,United States,Chandler,AZ,Maricopa,USA,Freshman,3.9,31.0,31.0,UGRD-Degree Seeking,Biomedical Science (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,N,1251-3523,True,1,82.0,93.47158536585366,2234.866666666667,0.08536585365853659,70.0,1.0,99.1,100.0,92.95,91.5,92.47,87.5,48.18,92.3,72.73,90.7,,
527.0,1251.0,MAT 125,3523.0,11.0,11.0,Precalculus Mathematics,F,E,Enrolled,4.0,1/8/2025,White,N,Austin,TX,United States,Austin,TX, ,USA,Freshman,2.37,24.0,24.0,UGRD-Degree Seeking,Astronomy (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-3523,False,0,76.0,90.06486842105264,3452.233333333333,0.08536585365853659,70.0,1.0,40.02,44.12,90.51,90.2,86.07,43.73,21.07,67.52,18.18,57.33,,
529.0,1251.0,MAT 125,3523.0,11.0,11.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,10/22/2024,Hispanic/Latino,Y,Buckeye,AZ,United States,Buckeye,AZ,Maricopa,USA,Freshman,2.81,30.0,30.0,UGRD-Degree Seeking,Forestry (BSF),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,Y,1251-3523,False,0,73.0,74.78698630136986,4247.466666666666,0.3048780487804878,70.0,1.0,72.7,,,,,,,,,,,
530.0,1251.0,MAT 125,3523.0,11.0,11.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,10/28/2024,White,N,Chandler,AZ,United States,Chandler,AZ,Maricopa,USA,Freshman,3.04,24.0,24.0,UGRD-Degree Seeking,Computer Science (BSCS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1251.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-3523,False,0,61.0,47.567868852459014,2666.9666666666667,0.5487804878048781,70.0,0.8714285714285714,58.5,,,,,,,,,,,
532.0,1251.0,MAT 125,3523.0,11.0,11.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,11/11/2024,White,N,Phoenix,AZ,United States,Phoenix,AZ,Maricopa,USA,Freshman,1.2,13.0,13.0,UGRD-Degree Seeking,Physics & Astrophysics (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,21.0,Male,N,1251-3523,False,0,54.0,26.792777777777776,518.75,0.7804878048780488,70.0,0.7714285714285715,45.46,,,,,,,,,,,
534.0,1251.0,MAT 125,3523.0,11.0,11.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,1/8/2025,Black/African American,N,Avondale,AZ,United States,Avondale,AZ,Maricopa,USA,Freshman,2.0,23.0,23.0,UGRD-Degree Seeking,Chemistry - ACS (BS),Biochemistry - ACS Emp,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1251.0,FLGMT,Flagstaff Mountain,In Person,18.0,Female,N,1251-3523,False,0,55.0,22.777454545454546,640.4666666666667,0.7804878048780488,70.0,0.7857142857142857,16.93,,,,,,,,,,,
536.0,1251.0,MAT 125,3523.0,11.0,11.0,Precalculus Mathematics,B,E,Enrolled,4.0,1/13/2025,White,N,Surprise,AZ,United States,Surprise,AZ,Maricopa,USA,Sophomore,3.32,56.0,25.0,UGRD-Degree Seeking,Computer Science (BSCS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,20.0,Male,N,1251-3523,True,1,75.0,78.96573333333333,2713.4666666666667,0.18292682926829268,70.0,1.0,93.1,68.37,82.56,66.98,52.42,86.85,38.81,86.7,36.36,80.57,,
537.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,F,E,Enrolled,4.0,12/11/2024,White,Y,Escondido,CA,United States,Escondido,CA, ,USA,Junior,1.83,69.0,41.0,UGRD-Degree Seeking,Construction Mgt (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1197.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,24.0,Male,Y,1251-5087,False,0,82.0,90.08914634146342,2272.05,0.08536585365853659,70.0,1.0,60.71,67.3,92.78,85.29,88.12,55.75,28.9,37.68,72.73,57.61,,
538.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,C,E,Enrolled,4.0,12/6/2024,White,Y,Phoenix,AZ,United States,Phoenix,AZ,Maricopa,USA,Junior,2.41,94.0,94.0,UGRD-Degree Seeking,Biology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1217.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,21.0,Female,Y,1251-5087,True,1,82.0,74.60841463414634,1793.7833333333333,0.24390243902439024,70.0,1.0,89.88,44.27,66.05,65.26,76.88,79.85,21.52,75.97,81.82,73.65,,
457.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,1/8/2025,White,N,Novato,CA,United States,Novato,CA, ,USA,Sophomore,1.91,42.0,42.0,UGRD-Degree Seeking,Construction Mgt (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1227.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,21.0,Male,N,1251-5087,False,0,,,,,,,,,,,,,,,,,,
539.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,10/25/2024,Two or More,Y,Coolidge,AZ,United States,Coolidge,AZ,Pinal,USA,Sophomore,2.46,41.0,35.0,UGRD-Degree Seeking,MultDiscp Engineering (BS),Engineering Design EMP,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1237.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,20.0,Female,Y,1251-5087,False,0,82.0,33.928536585365855,1711.0833333333333,0.6707317073170732,70.0,1.0,78.48,,,,,,,,,,,
541.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,B,E,Enrolled,4.0,11/6/2024,White,N,Boise,ID,United States,Boise,ID, ,USA,Freshman,2.72,30.0,30.0,UGRD-Degree Seeking,Astronomy (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1237.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,21.0,Male,N,1251-5087,True,1,82.0,79.28573170731708,3978.5166666666664,0.10975609756097561,70.0,1.0,95.6,76.6,80.48,64.08,94.81,85.65,43.04,92.05,54.55,84.83,,
542.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,10/28/2024,White,N,San Tan Valley,AZ,United States,San Tan Valley,AZ, ,USA,Sophomore,3.12,43.0,43.0,UGRD-Degree Seeking,Construction Mgt (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1237.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,20.0,Male,N,1251-5087,False,0,82.0,80.24853658536585,1445.85,0.12195121951219512,70.0,1.0,82.36,,,,,,,,,,,
543.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,A,E,Enrolled,4.0,1/14/2025,White,N,Louisville,CO,United States,Louisville,CO, ,USA,Freshman,4.0,22.0,10.0,UGRD-Degree Seeking,Mechanical Engineering (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1237.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,20.0,Female,N,1251-5087,True,1,82.0,100.0,3026.1666666666665,0.08536585365853659,70.0,1.0,98.0,92.86,100.0,100.0,100.0,100.25,60.3,99.5,72.73,99.28,,
544.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,F,E,Enrolled,4.0,1/16/2025,Two or More,N,Buckeye,AZ,United States,Buckeye,AZ,Maricopa,USA,Freshman,1.29,17.0,17.0,UGRD-Degree Seeking,Computer Science (BSCS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1237.0,,1251.0,FLGMT,Flagstaff Mountain,In Person,20.0,Male,N,1251-5087,False,0,82.0,24.36780487804878,1018.1,0.7439024390243902,70.0,1.0,0.0,3.13,20.92,14.67,29.23,0.0,0.0,0.0,18.18,3.83,,
545.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,C,E,Enrolled,4.0,10/28/2024,White,N,Casa Grande,AZ,United States,Casa Grande,AZ,Pinal,USA,Freshman,3.04,26.0,26.0,UGRD-Degree Seeking,Forestry (BSF),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,18.0,Female,N,1251-5087,True,1,82.0,76.10939024390244,3842.0666666666666,0.0975609756097561,70.0,1.0,63.45,91.26,81.25,62.75,75.18,70.99,22.64,64.78,72.73,70.93,,
546.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,F,E,Enrolled,4.0,1/13/2025,Hispanic/Latino,Y,Glendale,AZ,United States,Glendale,AZ,Maricopa,USA,Freshman,2.77,26.0,26.0,UGRD-Degree Seeking,Forestry (BSF),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,Y,1251-5087,False,0,82.0,86.37341463414634,1327.1,0.04878048780487805,70.0,1.0,37.48,98.88,88.7,80.5,86.4,33.47,34.56,30.65,72.73,47.72,,
547.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,C,E,Enrolled,4.0,1/8/2025,Hispanic/Latino,Y,Goodyear,AZ,United States,Goodyear,AZ,Maricopa,USA,Sophomore,3.59,57.0,27.0,UGRD-Degree Seeking,Engineering Technology (BS),General Engineering EMP,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,18.0,Male,Y,1251-5087,True,1,82.0,90.41146341463414,3688.0833333333335,0.12195121951219512,70.0,1.0,101.0,99.5,90.94,88.24,88.49,78.5,38.44,58.98,54.55,77.39,,
548.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,C,E,Enrolled,4.0,1/8/2025,Two or More,N,Chandler,AZ,United States,Chandler,AZ,Maricopa,USA,Freshman,2.85,28.0,28.0,UGRD-Degree Seeking,Biology (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Male,N,1251-5087,True,1,81.0,93.29024691358025,2864.7166666666667,0.08536585365853659,70.0,1.0,64.53,88.51,95.59,92.45,92.0,69.33,28.51,55.18,72.73,71.61,,
549.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,F,E,Enrolled,4.0,1/8/2025,Hispanic/Latino,Y,Maricopa,AZ,United States,Maricopa,AZ,Pinal,USA,Freshman,1.33,12.0,12.0,UGRD-Degree Seeking,SecEd-Mathematics (BSED),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1244.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,Y,1251-5087,False,0,82.0,42.42390243902439,1465.85,0.47560975609756095,70.0,1.0,74.37,34.36,51.73,22.51,44.26,31.34,22.47,0.0,36.36,23.83,,
551.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,W,E,Withdrawn from Class,4.0,10/22/2024,White,N,Peoria,AZ,United States,Peoria,AZ,Maricopa,USA,Freshman,3.0,29.0,29.0,UGRD-Degree Seeking,Finance (BSBA),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,18.0,Male,N,1251-5087,False,0,,,,,,,,,,,,,,,,,,
553.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,C,E,Enrolled,4.0,11/15/2024,Two or More,N,Scottsdale,AZ,United States,Scottsdale,AZ,Maricopa,USA,Freshman,3.17,30.0,30.0,UGRD-Degree Seeking,Physics & Astrophysics (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1251.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-5087,True,1,82.0,92.77524390243902,2974.366666666667,0.06097560975609756,70.0,1.0,65.3,50.56,98.16,94.13,93.83,73.56,21.58,74.4,54.55,74.95,,
554.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,F,E,Enrolled,4.0,1/8/2025,Black/African American,N,Gilbert,AZ,United States,Gilbert,AZ,Maricopa,USA,Freshman,2.46,32.0,21.0,UGRD-Degree Seeking,Data Science (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,18.0,Female,N,1251-5087,False,0,82.0,64.01548780487805,3080.8166666666666,0.17073170731707318,70.0,1.0,57.61,83.76,68.82,44.63,57.79,47.6,16.2,57.5,72.73,54.11,,
555.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,C,E,Enrolled,4.0,10/21/2024,Hispanic/Latino,N,Pflugerville,TX,United States,Pflugerville,TX, ,USA,Freshman,3.57,39.0,30.0,UGRD-Degree Seeking,Chemistry (BS),Forensics & Criminalistics Emp,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,N,1251-5087,True,1,82.0,85.60487804878049,6012.766666666666,0.08536585365853659,70.0,1.0,64.85,96.6,92.4,95.38,78.36,66.22,16.68,69.15,9.09,73.75,,
557.0,1251.0,MAT 125,5087.0,14.0,14.0,Precalculus Mathematics,A,E,Enrolled,4.0,10/28/2024,American Indian/Alaska Native,Y,Gilbert,AZ,United States,Gilbert,AZ,Maricopa,USA,Freshman,3.7,33.0,33.0,UGRD-Degree Seeking,Biomedical Science (BS),,Flagstaff Mountain,ENVFORNSCI,College of Env For & Nat Sci,NATSCI,Natural Sciences (Div),MATHSTAT,Mathematics and Statistics,1247.0,,1257.0,FLGMT,Flagstaff Mountain,In Person,19.0,Female,Y,1251-5087,True,1,82.0,97.7159756097561,2898.9333333333334,0.07317073170731707,70.0,1.0,98.8,90.39,97.87,95.98,98.19,95.2,59.51,81.83,72.73,91.66,,
